customerID,SeniorCitizen,tenure,Contract,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
6292-TOSSS,0.0,0.714040968430369,3,-1.3302107299394617,-0.482666528106242,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
3197-ARFOY,1.0,-0.5505631984353578,1,1.3340914783137803,-0.1244141775693128,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True
6323-AYBRX,0.0,1.081184113649451,3,-1.5148159391255476,-0.5248670666885786,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
7014-ZZXAW,0.0,1.5707083072748937,3,-1.3518311598441384,-0.24543464524453407,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
4385-GZQXV,1.0,-0.6729442468417185,1,0.98317526986095,-0.343270185554342,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False
7633-MVPUY,0.0,0.9995967480452106,3,-0.17102306505025464,0.5121896605953856,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
6366-ZGQGL,0.0,-1.2848494888735218,1,-1.3335369499247967,-0.9990661139263759,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4716-HHKQH,1.0,-0.5097695156332377,1,1.4022789880131452,-0.05170483351945321,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
5940-AHUHD,0.0,-1.2848494888735218,1,0.18987180335858006,-0.9788592695241699,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6432-TWQLB,0.0,-1.121674757665041,1,0.6821523611881433,-0.8330435036960232,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
4484-GLZOU,0.0,0.7956283340346094,1,1.3357545883064477,1.4716618117193512,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False
3179-GBRWV,1.0,-0.46897583283111743,1,0.001940374187159414,-0.4188914329460042,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
8645-KWHJO,0.0,-0.754531612445959,1,-0.3290185143536616,-0.6694254197100377,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False
4130-MZLCC,0.0,-1.121674757665041,1,-0.477035303701064,-0.9020247290734232,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0314-TKOSI,0.0,-1.0808810748629207,1,-0.3240291843756593,-0.8675451463216239,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
8229-MYEJZ,0.0,-0.9177063436544399,1,-0.45541487379638707,-0.7901811688996406,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2080-SRCDE,0.0,-1.2848494888735218,1,-1.313579630012787,-0.9988013954407575,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
9577-WJVCQ,0.0,1.448327258868533,1,-0.34731272427300336,0.6170181809002802,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9512-UIBFX,0.0,-0.5913568812374781,1,1.0064588097582943,-0.22469836387109113,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
6202-DYYFX,0.0,-0.42818215002899723,2,0.369487682566664,-0.22308799308357913,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
3808-HFKDE,0.0,-0.5097695156332377,1,-0.6832609427918267,-0.6009515714300729,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
5583-SXDAG,0.0,-1.2848494888735218,1,0.16991448344657095,-0.9791239880097883,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3488-PGMQJ,1.0,-0.9992937092586803,1,0.3195943827866407,-0.7423994822455157,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
3580-REOAC,0.0,-0.9177063436544399,1,-0.6666298428651523,-0.8179104302681701,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
7534-BFESC,1.0,-0.3465947844247568,1,0.37281390255199864,-0.25436889413415575,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
3727-OWVYD,0.0,0.10213572639856568,2,-0.12279287526289873,-0.11825947277868451,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
2294-SALNE,0.0,-0.387388467226877,2,0.7287194409828313,-0.1537317498515529,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
4847-TAJYI,1.0,-1.0808810748629207,1,0.8135380506088707,-0.7594958844417053,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
1563-IWQEX,0.0,-0.8361189780501994,1,-1.5031741691768754,-0.9127899474885725,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
8203-XJZRC,0.0,-1.2848494888735218,1,-1.4848799592575337,-1.0010735624423157,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
6556-DBKZF,0.0,1.5707083072748937,3,0.3711507925593313,1.388540207235167,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
6851-WEFYX,1.0,0.10213572639856568,1,1.194390238929715,0.5066085125235973,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False
2985-JUUBZ,0.0,0.3061041404091668,1,0.32125749277930804,0.3205334770076491,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False
6390-DSAZX,0.0,-1.2848494888735218,1,0.28965840291862655,-0.9775356770960778,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0895-LMRSF,0.0,-0.387388467226877,2,0.0002772641944920667,-0.34388786202078503,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
8098-LLAZX,1.0,-1.1624684404671612,1,1.0164374697142988,-0.8352494910761767,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
8266-VBFQL,0.0,-1.1624684404671612,1,0.8484633604548873,-0.8526547315055878,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False
8181-YHCMF,0.0,1.448327258868533,3,-0.15272885513091286,0.8028726176782129,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
2240-HSJQD,0.0,0.22451677480492635,1,0.5640715517087544,0.37610229911371584,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1248-DYXUB,0.0,0.7956283340346094,3,-1.3335369499247967,-0.4677319935426028,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0265-EDXBD,1.0,-0.02024532200779499,1,0.3328992627279804,0.006224395083377709,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
4115-BNPJY,0.0,-0.14262637041415566,3,0.35451969263265687,-0.10361171657446522,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
3167-SNQPL,1.0,0.22451677480492635,1,1.2060320088783874,0.6408869643535411,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
4091-TVOCN,0.0,0.6324536028261286,2,0.46095873216337324,0.6146798342773174,True,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False
1098-TDVUQ,0.0,-1.2848494888735218,1,-1.5181421591108826,-1.0015147599183463,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
7277-OZCGZ,0.0,-0.42818215002899723,1,0.8035593906528662,-0.17779907216902763,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False
1557-EMYVT,0.0,0.42848518881552744,3,1.6683765868399358,1.1496979535859473,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
2799-ARNLO,1.0,-1.121674757665041,1,0.148294053541894,-0.85929475351985,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
7563-BIUPC,0.0,-1.121674757665041,1,0.5224938018920684,-0.8266682001673796,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
5027-YOCXN,0.0,0.7548346512324893,2,1.5020655875731919,1.4988175163690405,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False
3973-SKMLN,0.0,1.5707083072748937,3,-1.4965217292062059,-0.4121411115627345,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
2321-OMBXY,0.0,0.22451677480492635,2,0.5125151419360638,0.3394608487293662,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False
2840-XANRC,1.0,-0.3465947844247568,1,0.9399344100515967,-0.025674182433641852,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False
6745-JEFZB,0.0,0.10213572639856568,1,0.8850517802935709,0.4178616402200217,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False
5020-ZSTTY,1.0,0.8772156996388499,2,0.584028871620764,0.9092453291492152,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False
9880-TDQAC,0.0,1.611501990077014,3,-0.16270751508691741,0.8712582264629716,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
8705-WZCYL,0.0,-1.2848494888735218,1,-0.6682929528578199,-0.9902421644057618,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
7102-JJVTX,0.0,-0.9585000264565601,2,-0.5418965934150941,-0.8236901172041724,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8626-PTQGE,0.0,1.4891209416706532,3,-0.16104440509425008,0.8327416868054913,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False
4983-CLMLV,0.0,0.7956283340346094,1,1.257588418651078,1.2569089402614075,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False
5701-YVSVF,1.0,-0.8769126608523197,1,0.5989968615547712,-0.621731972551119,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
5804-LEPIM,1.0,-1.2440558060714018,1,0.18155625339524284,-0.9486593022898683,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
5697-GOMBF,1.0,-0.18342005321627589,1,-0.9643265315526244,-0.5804358887946454,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2739-CACDQ,1.0,-0.6321505640395984,1,0.5906813115914339,-0.3614254616930054,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
9385-EHGDO,0.0,0.10213572639856568,3,-1.4981848391988732,-0.6838084574286386,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
9498-FIMXL,0.0,-0.9992937092586803,2,-1.51980526910355,-0.9385558800887654,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
2379-GYFLQ,0.0,0.5508662372218881,2,0.9981432597949572,0.9413865652780514,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False
0122-OAHPZ,0.0,-1.0400873920608005,1,0.29797395288196377,-0.7844456017112414,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2868-SNELZ,0.0,-1.2440558060714018,1,0.5224938018920684,-0.9412692445663541,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
4322-RCYMT,0.0,1.448327258868533,2,0.3628352425959941,1.325669566900792,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False
6680-NENYN,0.0,0.42848518881552744,3,1.3207865983724405,1.0900259949527948,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False
2088-IEBAU,0.0,1.448327258868533,3,0.7736234107848525,1.702672810169026,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
7982-VCELR,0.0,0.1429294092006859,1,0.994817039809622,0.5631479690769317,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False
1343-EHPYB,0.0,1.244358844857932,1,1.2808719585484223,1.9032191228987811,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False
6035-BXTTY,1.0,-0.02024532200779499,1,-0.34066028430233375,-0.20257231044815152,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
6885-PKOAM,0.0,1.5707083072748937,3,0.6937941311368151,1.7359170399879396,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
7520-HQWJU,0.0,1.3667398932642927,1,0.0850958738205315,0.9791971889738824,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
9639-BUJXT,0.0,1.244358844857932,2,-1.4765644092941965,-0.4240313835417618,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
5924-SNGKP,0.0,0.34689782321128704,2,-1.4848799592575337,-0.628371994565381,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0021-IKXGC,1.0,-1.2848494888735218,1,0.2397651031386033,-0.9781974733101239,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2034-GDRCN,0.0,-1.2440558060714018,1,0.8484633604548873,-0.9357983958635735,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
8966-SNIZF,0.0,1.5299146244727735,3,-1.5114897191402126,-0.43490690132591864,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
6243-OZGFH,0.0,-0.387388467226877,1,-0.6633036228798174,-0.5702001073507331,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
4654-DLAMQ,1.0,1.2851525276600522,2,1.0679938794869894,1.8272890372738975,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0513-RBGPE,0.0,0.18372309200280612,3,-0.06957335549754078,-0.004629062826977495,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False
5160-UXJED,0.0,-0.6321505640395984,2,-0.6749453928284894,-0.7093758511646177,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4115-NZRKS,1.0,-1.0400873920608005,1,0.8068856106382013,-0.7566060409737043,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
0219-YTZUE,0.0,-1.1624684404671612,1,0.6621950412761336,-0.8459264699961196,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0623-IIHUG,1.0,-0.46897583283111743,1,-0.7647533324325314,-0.6393578117185456,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
4572-DVCGN,0.0,-0.9177063436544399,1,0.5108520319433966,-0.6367547466099643,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
3351-NGXYI,1.0,-0.6729442468417185,1,-0.3589544942216755,-0.6177832551406441,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
8984-EYLLL,0.0,1.2851525276600522,3,1.3424070282771174,2.0004590466159478,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False
9057-MSWCO,1.0,-0.22421373601839611,1,-1.135626860797371,-0.65479972337962,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
9833-TGFHX,0.0,0.38769150601340724,2,1.0713200994723242,0.7621721505143808,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
9294-TDIPC,0.0,-1.121674757665041,1,-1.486543069250201,-0.9730575227143662,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
5229-DTFYB,0.0,0.34689782321128704,3,1.1278658392230174,0.7367591758950125,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False
0104-PPXDV,0.0,1.0403904308473308,2,-0.4853508536644012,0.26000118329623706,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
5176-LMJXE,0.0,0.5916599200240084,3,-1.4749012993015291,-0.5927673582497034,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
3583-KRKMD,0.0,-0.5913568812374781,1,0.36616146258132926,-0.4042216168679834,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1010-DIAUQ,0.0,-1.121674757665041,1,1.051362779560315,-0.7926959945130156,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
9069-LGEUL,0.0,-0.387388467226877,1,-0.16437062507958478,-0.3896841600327718,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
7302-ZHMHP,0.0,-1.2848494888735218,1,-1.5214683790962173,-1.0015588796659494,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
9571-EDEBV,0.0,1.5707083072748937,2,1.1228765092450153,2.0619840346484293,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False
3520-FJGCV,0.0,1.611501990077014,3,1.5868841971992311,2.5754496572529586,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
6563-VRERX,0.0,0.020548360794325232,2,-1.4732381893088615,-0.705471253501746,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0259-GBZSH,0.0,-1.2440558060714018,1,0.6904679111514804,-0.9299304694323651,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
6122-EFVKN,0.0,-0.3465947844247568,3,-0.9693158615306267,-0.643460948245631,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2805-EDJPQ,0.0,0.9588030652430903,2,1.159464929083699,1.4644041132386458,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False
6862-CQUMB,0.0,0.18372309200280612,1,1.0380578996189753,0.598951144256823,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False
7156-MXBJE,0.0,0.42848518881552744,2,0.6721737012321382,0.6057676452614973,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
6158-HDPXZ,0.0,-1.2848494888735218,1,-1.3152427400054545,-0.9988234553145591,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9601-BRXPO,0.0,-0.3058011016226366,1,1.3324283683211129,0.12232551090085671,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False
2863-IMQDR,0.0,1.1627714792536914,3,0.8235167105648757,1.332177229672245,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
5686-CMAWK,0.0,-0.6321505640395984,2,0.727056330990164,-0.3878090707596413,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
5651-CRHKQ,0.0,0.34689782321128704,2,0.7087621210708221,0.46317262100837486,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False
6905-NIQIN,0.0,-1.2848494888735218,1,-0.47370908371572906,-0.9876611591709823,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
8204-YJCLA,1.0,1.611501990077014,3,-0.0030489557908431005,1.0778930643619506,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
5167-ZFFMM,0.0,-1.2848494888735218,1,0.863431350388894,-0.9699250206345482,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False
6583-SZVGP,0.0,0.6324536028261286,3,1.4372042978591615,1.2257383385798382,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False
4895-TMWIR,1.0,-0.8769126608523197,1,-1.4948586192135382,-0.9152606533543444,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0533-BNWKF,1.0,0.9180093824409701,1,0.6838154711808105,1.1406975250749207,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
1708-PBBOA,0.0,0.38769150601340724,2,-0.3373340643169988,0.026122401252362284,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False
8782-LKFPK,0.0,0.4692788716176477,1,0.8484633604548873,0.7825775337808007,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
5522-JBWMO,0.0,-1.2848494888735218,1,-0.6949027127404988,-0.9905951223865865,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3597-MVHJT,0.0,-0.22421373601839611,1,1.021426799692301,0.13500993833673935,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
9774-NRNAU,1.0,-0.22421373601839611,1,0.6621950412761336,0.008959819434768175,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0224-RLWWD,1.0,-1.2440558060714018,1,-0.6849240527844942,-0.9706088767223957,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
9967-ATRFS,0.0,-0.5505631984353578,1,-1.4965217292062059,-0.8478456790168533,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
3951-NJCVI,1.0,0.38769150601340724,1,1.0031325897729593,0.7302956328711626,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False
2977-CEBSX,0.0,1.3667398932642927,3,0.8368215905062151,1.6221542707934231,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0177-PXBAT,1.0,0.020548360794325232,1,1.4970762575951897,0.6200845033586935,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False
6599-CEBNN,0.0,0.061342043596445454,1,0.30130017286729893,0.10377315703376566,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
2519-ERQOJ,1.0,0.020548360794325232,1,-0.3423233942950011,-0.21421992381536198,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False
5876-QMYLD,0.0,-0.387388467226877,2,-1.4915323992282035,-0.8268667390315935,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
2277-AXSDC,0.0,-0.02024532200779499,2,-1.501511059184208,-0.7346344066673753,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
9442-JTWDL,0.0,-0.8769126608523197,2,-1.4915323992282035,-0.9051351712794398,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0979-PHULV,0.0,1.4891209416706532,1,1.1494862691276944,2.081727621700803,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False
3067-SVMTC,0.0,1.448327258868533,2,-0.2990825344856477,0.6880730344150247,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5495-GPSRW,0.0,-0.5097695156332377,3,-1.5031741691768754,-0.8249695898846613,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
7606-BPHHN,0.0,1.611501990077014,3,-1.4998479491915409,-0.3619990184118453,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
4742-DRORA,0.0,1.1219777964515711,2,1.0147743597216317,1.5542319193584968,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0111-KLBQG,1.0,-0.02024532200779499,1,0.9665441699342757,0.2524567064561119,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True
4800-VHZKI,0.0,-1.2848494888735218,1,-1.4965217292062059,-1.0012279815589264,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
7989-CHGTL,0.0,-1.2848494888735218,1,-1.5065003891622104,-1.0013603408017357,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0334-GDDSO,1.0,-1.2032621232692815,1,0.54744045178208,-0.9068999611835626,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
4163-NCJAK,0.0,0.5508662372218881,2,-1.3451787198734684,-0.5396251222618055,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
5233-AOZUF,0.0,-0.14262637041415566,1,0.33456237272064776,-0.06185237546815933,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
5973-EJGDP,0.0,0.7548346512324893,1,0.7470136509021731,0.9634684989533882,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
1996-DBMUS,1.0,0.6324536028261286,1,0.19153491335124787,0.5540593010706992,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
